url,label
http://3pkbhrx9vxp5nz5cvywv.com/2c10yfgzodnl0nzep5zcu7fb851a72kbdvq9jk2evzhqiniytp,1
https://www.wikipedia.org/page?id=s5mg7&token=elllogxif8,0
http://10.109.160.181/x8dqxtc3,1
http://gws1q7.com:9609/5m1r0c,1
http://verify-qazr9.xyz/v8igoowylrih,1
http://rfm7f.784be.microsoft.com/3s4wdjf2mf,1
http://r929ll.com:4579/44nddi,1
ftp://6vbpd2.com/file/pj5u2hcx,0
http://tbgn2h.com:5265/v4id3q,1
http://bit.ly/and5a92,1
http://0ldhrz.com:6319/lmhocz,1
https://www.google.com/8fo2y8,0
http://oxofle1k7itn7uopk2ht.com/u03lahv4trk7yks4inap3lhum1hzxadh7wi6stj6vxvvb3um8i,1
http://xspm2g.com:3772/yeo0b6,1
http://bit.ly/t270hhv,1
http://r54ie.com/%50%31/bmj4jh,1
http://tmkouc.com:5847/9t2wp4,1
http://dpvtnu.com:5248/77wwlt,1
http://x8wky.pjexb.amazon.in/enh7ra77ou,1
https://www.microsoft.com/n75p1z,0
http://bit.ly/crpbw1f,1
https://www.amazon.in/page?id=izdli&token=36jk0l4lz8,0
ftp://1ask5v.com/file/4khklpbw,0
http://goo.gl/ijiglbx,1
http://login-malwh.xyz/607i2vg2fftd,1
https://www.microsoft.com/page?id=bg3t9&token=ixpfzmc0op,0
http://bit.ly/g7jkgzp,1
http://8s968opgwb2h58oyiq6r.com/wv6kwdha96aj3fm9gz8crfc5f43851fj8pu5hurc5w9vly4g9w,1
http://zp9nz7.com:9556/zbl4bw,1
ftp://kpbcns.com/file/vphyuykr,0
http://login-blivl.info/5uw4eimqo81r,1
http://xk9z4.zdkrf.google.com/tfmrn93x2q,1
http://qmhjz.86dta.amazon.in/3tzmnd4v5c,1
http://update-dfq9l.club/c6ikxwgjrz6t,1
http://144.11.57.86/t6swpb62,1
http://verify-skl0h.top/67ntg3e7idap,1
https://www.wikipedia.org/3tzir8,0
http://7ekcc.com/%77%67/4pxv20,1
http://login-hqai6.online/ojsidmcqhujh,1
http://goo.gl/bklqq0g,1
ftp://1872k4.com/file/z2tveciv,0
http://230.205.172.12/vub2hk1u,1
http://upwk8w.com:1813/tmf4qv,1
http://hm2x5o7mq6sox0i0chs5.com/xs21x5uf73o04jpt7piu0oyu02lu7n54tpu8qak4tnqwrdsjii,1
https://www.github.com/gj0wwn,0
http://tinyurl.com/epsps1g,1
https://www.linkedin.com/page?id=t77h3&token=25ehciuchs,0
ftp://vqtd5q.com/file/hl6b4zdq,0
https://www.linkedin.com/page?id=w18sr&token=to736m4un4,0
http://okbqp.com/%63%89/vsemqu,1
https://www.linkedin.com/fnrkm0,0
http://bit.ly/f5pobtu,1
http://goo.gl/831o7oh,1
http://108.19.77.155/sq8uvmgn,1
http://xohea.com/%37%66/1o1djy,1
http://3qxyo656k0r5mtksb1oh.com/f5qtufyc6fx2ia9p1hzoiv0g7daagkqhgkhmpc2eom72f76iye,1
http://mx1ju.com/%40%28/6ieudb,1
http://6d9xn.1v0k9.linkedin.com/s1hulojxe7,1
http://bit.ly/m469z04,1
https://www.microsoft.com/fnco6q,0
ftp://tryvem.com/file/m18tpsff,0
http://bit.ly/a7778bq,1
https://www.google.com/page?id=yp8zk&token=d2e5ojdto0,0
ftp://azcc4w.com/file/vf0t2a5h,0
http://fzguw.tr782.linkedin.com/cm3kg9du1z,1
http://kvtxp.com/%53%94/f7naoh,1
http://116.3.116.130/yo8hog8i,1
https://www.wikipedia.org/knz2gs,0
http://127.112.45.202/aiudbs7f,1
ftp://25ae68.com/file/n5i3si0a,0
ftp://cedh0k.com/file/45i84w1k,0
http://d4pp8.4ah1b.google.com/g5e2cnzt2j,1
http://efley0ly8y0p2mkvkcgi.com/1y40z28ne9yh5w8ra3ioyl8g38evx6b2vl6fy0gh1ohaf7vezf,1
http://3a5dyb.com:2539/qamr83,1
http://6fnc9.com/%82%99/v7sani,1
https://www.microsoft.com/zgj283,0
https://www.wikipedia.org/page?id=x9hat&token=pnef54drn9,0
https://www.wikipedia.org/atj0hy,0
http://goo.gl/zg9ka1v,1
http://cu9e0pnahw8lyd82p656.com/xn0mjkjd8qkxvgam060c3qbtnpnqwoctnvcijl5lhan73n9af5,1
https://www.microsoft.com/page?id=6wzep&token=ve1r9rmf7t,0
http://5cmqpe.com:2550/68f0f6,1
http://bi216.com/%86%29/1y3kcn,1
http://confirm-t0w2q.club/m6d7ej8zsl6m,1
http://153.221.49.241/p0um61fe,1
http://tinyurl.com/kdzud1n,1
http://7yn13.bakbz.wikipedia.org/p2dpw861sa,1
http://goo.gl/g3s8faw,1
ftp://sudv5p.com/file/j8zi3yp4,0
http://goo.gl/bwomej9,1
http://tinyurl.com/j0ekihh,1
https://www.google.com/7gkmja,0
http://bit.ly/2r415x8,1
ftp://fsrudj.com/file/zq6agj5s,0
http://vkg6crx95ztikq2kwdut.com/wy0zozby68uylqu97923j1zb7u7rgq3wkpd41hmmv4m6hhhkt0,1
http://update-uivmd.online/0sbql4hjuh44,1
http://6.242.161.131/imxmx3ud,1
http://yvm5w.hogkr.amazon.in/vzzu2psgaa,1
ftp://a9f99v.com/file/lkksf09n,0
https://www.microsoft.com/o892zk,0
http://hpt98.com/%82%33/y7wdcp,1
http://c3nhtiv2wrecb7v7m2mb.com/hxe6rmqamd3xjycjw5g21qs7z76tuqenco4qp1z3tfm1o9hucq,1
http://s1f4w.cx1f0.google.com/uhorpj5f1j,1
http://mc26b.8p85w.linkedin.com/2mqejwp966,1
http://209.33.83.250/qh07ecw3,1
http://144.58.141.8/a3f4vk5s,1
http://goo.gl/41baupn,1
http://zl02v.com/%78%51/va139v,1
https://www.linkedin.com/c27r65,0
ftp://kn7i8i.com/file/lhqknqgy,0
http://5zougo.com:3027/r0zgcs,1
ftp://pkgbs6.com/file/3toi49zq,0
http://goo.gl/79iuqke,1
ftp://wdjsd0.com/file/6s88ta5y,0
http://jnaqf.krwj6.amazon.in/n77xgsdh94,1
http://bit.ly/qpkmuaq,1
http://gtbrs.or9vh.github.com/4j9nbpiduv,1
http://4anq6.com/%15%44/trwfvq,1
http://goo.gl/197zjxl,1
http://rh1jj.tak4r.microsoft.com/su9n8js336,1
https://www.github.com/05wxt4,0
https://www.google.com/page?id=v7j6r&token=nyg8q42r44,0
http://tinyurl.com/opzpc4u,1
https://www.github.com/page?id=4b9oo&token=gvfm4wo3dc,0
http://login-jl255.xyz/44gcmb466kzy,1
https://www.facebook.com/page?id=y13x9&token=x5ld16u6q0,0
http://89.94.116.113/q7cvzgwb,1
ftp://mmjhmo.com/file/ou9pea1a,0
https://www.facebook.com/pp1rge,0
http://login-da12l.club/qu9g1x4mdtoa,1
https://www.facebook.com/6vehpc,0
http://0u574d.com:7358/xtjia4,1
https://www.google.com/g4z21y,0
ftp://koyfoh.com/file/n646sjd9,0
http://i1245.b8zkx.github.com/21t3vqufn6,1
http://181.45.17.242/63gxegbo,1
http://goo.gl/f4vaet7,1
ftp://x3h571.com/file/dqh4ti6c,0
http://g4mt5.com/%40%76/b3j0x4,1
ftp://9m4gks.com/file/96qhqsso,0
http://165.219.46.164/jpcc6qwj,1
http://ti5jt8.com:8220/sdeobs,1
https://www.amazon.in/page?id=989t3&token=uktq31bi98,0
http://account-58rq5.online/cau42z24fjtc,1
http://7a5q0.com/%23%54/kmty17,1
http://confirm-r63e1.xyz/067ve4t3vbou,1
ftp://7rm1sb.com/file/w6vdjttc,0
http://secure-81odb.info/2moqzo6c7r0t,1
http://kjnuk.com/%91%33/ilvazo,1
http://6lui36ourorfx945y9v1.com/yaj1g9efdrc8jgkfdulax24nilol6exnwhq3opbdj4ym797lqv,1
http://0hbwza.com:9459/23i2m3,1
http://secure-g6uq6.info/igp9uabailne,1
http://confirm-9m21q.online/mz4luw5dpck5,1
http://bit.ly/flhmpsy,1
https://www.linkedin.com/qrkbcv,0
http://37ifq.13gma.facebook.com/yvbl84d7m9,1
http://8ukhv.com/%83%39/zo93vj,1
http://plt4aodv3wch9d1la8rk.com/nq4mtizp1t2o494x3puex2pylke8emc8h2l1x9fgakc8i20j50,1
http://0sbgi.oirob.facebook.com/17cjgeidjt,1
http://login-eots4.online/cmdeyiio0yuv,1
http://mys29o3y3stnyzs8zzkd.com/glxi0vcti4kllb60hft2szwjr3qyk134hfaixfeqoinrldx5b5,1
http://d3ckde0plmhn0zoy1w0m.com/x5tgubp7j0kww16jz6hrpxfxcdte7ixfq7l82v57czmek7v3o8,1
http://j32p4.com/%78%74/r161tb,1
http://tinyurl.com/iyb09rv,1
http://mwpcam.com:4493/mvfpqa,1
http://update-p0d52.top/drgr19rm6h3v,1
https://www.facebook.com/wbvmc9,0
https://www.amazon.in/page?id=6w6gx&token=l8cpagvwng,0
https://www.google.com/page?id=s9ttr&token=4em3ynh23k,0
http://lv7lfcijqdu06ci7wkbv.com/vxardjkiin9wp1wma3zxrr729gb1xs0mr4szjf2cjmwchs6ezg,1
http://4i19p0vwodydpo2rgeq6.com/jjqr72mf8t9r54m4iblyjzjz3l0qu450jbeepjhhd76ooovzfq,1
http://secure-s3i5v.info/1sft8f309yg5,1
https://www.google.com/yuqpxm,0
http://e51fil.com:9752/36snu0,1
https://www.microsoft.com/ny3owu,0
http://bit.ly/uerornh,1
http://9wfpi.fbqxx.amazon.in/55piamjaei,1
http://169.195.141.22/21iigyod,1
http://52.203.227.232/ztao8a06,1
http://23.42.226.19/71whpl00,1
http://ls4t013axs0566hvj1fa.com/a8e96j71inpffz4cb1v60e5pa6g783uogk55ya9tmkpksc75ye,1
http://222.2.111.201/ezqwdjrv,1
http://bit.ly/7cqpigf,1
http://update-slq8x.top/mdaabowen2ny,1
http://1u5byqhw1qz8l3upv73s.com/o28sqphdk4swl7uet4v7txl2isarx4nz6uu95445oflbs2ikdl,1
http://219.65.225.198/nmendf0e,1
https://www.amazon.in/page?id=ylo2m&token=9fsulvc8cm,0
http://srwkj.com/%85%62/l0utfa,1
http://gjfckw.com:1309/7bwkag,1
http://588rah.com:4461/5dwedt,1
https://www.wikipedia.org/afd6uw,0
https://www.wikipedia.org/page?id=sur0b&token=v7eqzdu7uf,0
http://34.158.234.20/iz83beev,1
http://confirm-xt1su.club/lstkuosvk1ka,1
http://goo.gl/62axaso,1
http://bit.ly/g3bb3x1,1
http://mwdou.com/%48%53/sut5ua,1
http://qxzoe.com/%89%58/hkpq38,1
http://i6294.6g71v.facebook.com/e3blyjjs2s,1
https://www.amazon.in/page?id=359cc&token=psqjugrtyd,0
http://erjg15etff6axyidnwyp.com/zhh78vjfgdyoevsn08orzh5tvw7doyy5tlh1ca9sjf9noqaq6h,1
https://www.google.com/page?id=1crek&token=k1t60wbip6,0
http://204.26.196.25/s622bz8g,1
http://zcipfw.com:4166/fzbh0p,1
http://bmtyp.com/%95%75/jvu2vv,1
http://xspjv7.com:3157/k98h55,1
http://m9vslm.com:4680/g88l8h,1
http://107.43.26.30/m3kaoh71,1
http://yix0y.r5lkx.wikipedia.org/88lqjzuw91,1
http://254.151.134.106/hwchuxr1,1
ftp://va4pvk.com/file/ssmbqsb2,0
https://www.google.com/page?id=kty7v&token=g3lxn6d3xq,0
http://72.139.176.227/7ylsstuy,1
http://05j7b.xejpq.amazon.in/xbh6umj75p,1
https://www.microsoft.com/pcrpi7,0
http://188.56.208.16/j6tv4tsm,1
http://75dyab.com:7727/fqi0wh,1
ftp://tghyq1.com/file/jakdvkil,0
http://goo.gl/0r3g7ns,1
https://www.amazon.in/page?id=6yp0r&token=z8fmnw14zx,0
http://goo.gl/s3b5oq5,1
http://248.236.142.186/s98i6l9n,1
http://nh3s0m.com:4477/jm5ywj,1
https://www.wikipedia.org/page?id=556vw&token=mm7mmd37r7,0
https://www.github.com/page?id=x1i3y&token=jjybdegtgz,0
http://tinyurl.com/611z12i,1
http://lt4uir.com:8952/qi9na8,1
http://hcg5xw.com:3897/tn2nxs,1
http://p21tj.com/%92%62/c1lm1e,1
http://jk05wf.com:4121/0l3qi1,1
http://ou8cjq.com:4185/v6fx9p,1
http://goo.gl/17kfd5w,1
http://197qwi10yd9wmftatq1e.com/u6odhwzg6cwlee8tbfn3npdudl67hum9cihwf64g1xsj30mwhv,1
http://verify-hopha.info/lpfg3koronis,1
http://pxhjrw.com:5138/iqprfx,1
http://gvcue.hbeur.amazon.in/z2geqf01p3,1
http://bit.ly/wsxu8n9,1
http://x0te5.com/%94%57/8ztzr1,1
http://0wusosgfg3983oapov3l.com/efqdjsemzgnt1hxslskxstcg2j17qqufmzu99ngi0280jjknmz,1
http://goo.gl/o16ytd8,1
http://54.246.83.179/h6lzo9ht,1
https://www.google.com/page?id=3x01k&token=22irppivmb,0
http://gsb549.com:8437/54np5m,1
http://o821x6.com:2829/xfp2di,1
http://etq7m.sbzuv.wikipedia.org/3w0uqovnfu,1
http://p5lph.com/%41%26/g4ia56,1
ftp://hbuds1.com/file/h9edi1xe,0
http://dp6d8.com/%44%11/6jbi5k,1
http://ubm7e.78ivx.google.com/1esqu4uxol,1
http://169.127.5.185/6bpu07yv,1
http://zguy3ycrmzmfyp8tgwm2.com/4dwg5hcjbrdd6rouxm245u180nwzm6hr7gr2m1slxc762ob9y2,1
ftp://a1j5g8.com/file/769pq5az,0
https://www.wikipedia.org/page?id=mw76y&token=fzx6x606yw,0
http://verify-s3u64.online/kq03i9stwv9z,1
http://login-jy2za.online/vagiwnqsb1xs,1
http://tinyurl.com/jxpv6g5,1
http://account-hvh38.xyz/jqmkjvrpz74d,1
http://tx5o9.com/%86%90/mmuczt,1
http://b9h3ci.com:8051/nda3da,1
ftp://nj9t5h.com/file/hkb1rup3,0
http://goo.gl/zjwv2ix,1
http://4xy9f.com/%29%11/l1wdm7,1
ftp://qabvxc.com/file/x2ztzak4,0
http://login-oe87x.club/7jv2jnukbje7,1
http://hv3kou.com:8086/v0ue77,1
http://6uhnu.oiye8.wikipedia.org/srj5ar3blo,1
http://9jf1m.com/%35%91/qjhwgv,1
http://login-s1te2.xyz/peaishbjtrbm,1
https://www.github.com/c22xym,0
http://756d1do4xtk51l5ll0o2.com/qjccphr3k5eanaf4wahga4f3lmt91619bjd1hpyu4idbu86ovk,1
http://iphk8.com/%74%32/2vn6wm,1
https://www.microsoft.com/page?id=0u2zp&token=ef6m9vun08,0
https://www.microsoft.com/slpmeo,0
ftp://pp07nj.com/file/eeoweywb,0
http://8oygxt8q9ebn2addwk9i.com/lum2n7irfpfdt7o6h30mflpkc0qjissn9r6dcn3izz4p2hunz6,1
https://www.microsoft.com/page?id=cpwpw&token=inzysjo43a,0
http://qkd3h.com/%53%45/0c2r0d,1
https://www.wikipedia.org/htjh8j,0
http://t43743g6bjw4se47hhxo.com/woo3vnea1u9wqpbil0jz44rr32i0fef7ozod4lfp11vipt33lw,1
https://www.linkedin.com/gptgsp,0
ftp://h2fraq.com/file/o32av1g3,0
http://tinyurl.com/sgzmdga,1
http://lrmr6.pwyh8.linkedin.com/01zctvdq48,1
http://t6ur4p.com:1943/1txfb7,1
http://account-r3fl8.xyz/mnhnx42wak8x,1
ftp://4umwpv.com/file/z80q77gh,0
http://183.31.11.11/nb7847ut,1
http://4jxbh.dbn7k.wikipedia.org/moqq56vgoj,1
ftp://2d2krp.com/file/p0xj7f7a,0
http://verify-zo8ow.info/j13e3i5c5miz,1
https://www.microsoft.com/page?id=oro98&token=o1518qt7w8,0
https://www.facebook.com/sa0nfu,0
http://login-p9qir.top/jzn5i31ehli8,1
http://zh9whqvjz7ed5gfw4904.com/51dco0zrk1tjp4ewjqoow82v4sieixjun0752fwauyqjk2ij7y,1
http://j06us.com/%29%84/4u09y4,1
http://xtlw0.com/%88%12/86mk9i,1
https://www.facebook.com/whhk32,0
https://www.amazon.in/0bcib5,0
http://xrj222n4qkh89mabjk1p.com/uo4gsg8rqkjo2nekxkx6yzcbws07qbkcx9wwyv6ky7n5m2fdfw,1
http://ggoqb.vla22.facebook.com/qweowfm8js,1
http://login-mwvw9.top/4mxpfvol92ri,1
http://x8w5u.com/%88%42/g1lq5j,1
ftp://r9oszg.com/file/65xffi75,0
https://www.linkedin.com/wab2zb,0
https://www.wikipedia.org/rcg917,0
ftp://ur76k4.com/file/hxurcva4,0
http://hizz1fjcj2fkrivxxu90.com/sj4yhybfz5xte6x3xf7wchtquxcuffxw1spcem3fvepkoi1hic,1
https://www.github.com/page?id=cu57y&token=od7nfcq4gc,0
https://www.github.com/qr19ta,0
http://rrc3fmkouuwvh95je0z2.com/fcc769bkzun1qz273sv0uuvqq0z4qn1agcu5uau9x5g1cl5wbs,1
http://login-oszmo.club/gc09zz94zbso,1
http://rym6v8lseupcj8joif1x.com/4zt5epkqwc0ywavk8f0dto6wp0tp2s47j3rmc8mjl85ed98j3n,1
http://vwq4t.com/%37%80/eplmii,1
http://5cd57.com/%75%82/zuc4ps,1
ftp://t4lz0q.com/file/ffhuh1sr,0
http://mwbrm.hiwek.microsoft.com/dx8ndd5v2k,1
http://secure-8mfud.info/nt76p206afn3,1
ftp://5ogjci.com/file/8afhph25,0
http://foxemm4idlo11u08iolq.com/e6jxvsbn5vt7ey9kd3fpxpna8togmpa86n4w6zd8rfoeo8x2xn,1
http://04wlw0.com:4445/e3wqcj,1
https://www.facebook.com/57wwk2,0
http://goo.gl/8p9s5es,1
http://8d70zherla626tzojylg.com/8nol2rl4azqck1ppc9ozz5yt4acsss0odwrt04g9jup5qw8vxq,1
https://www.github.com/page?id=c0gy5&token=du3ahd3zid,0
http://8.61.227.190/y1geyc18,1
https://www.wikipedia.org/page?id=jbzhy&token=xmqnfakhpu,0
https://www.facebook.com/page?id=ux302&token=1ftxhd7n2m,0
http://zwkxq.com/%53%52/4gjpxc,1
http://tinyurl.com/nm08a5f,1
https://www.google.com/page?id=nlg8e&token=g6my0t52en,0
https://www.google.com/8fa5j8,0
http://jqpc17.com:2013/54i353,1
http://login-dp17m.online/s20vsg2cbdea,1
https://www.github.com/page?id=uojlx&token=172wk3xmwt,0
http://4zesn.otrwy.google.com/m4xxr28a3a,1
http://goo.gl/fgp38b0,1
http://bit.ly/kq4d8ub,1
http://bit.ly/gk8iy6y,1
http://1a3or.7pmu9.wikipedia.org/nh6o9fqzqf,1
http://vg9xn.2b08w.linkedin.com/rmhjrmf2xc,1
http://login-nh6xo.xyz/630ob9vc2h5w,1
http://dtaa5pnwd7vtvk7j0gc3.com/87imexyd9mnjy5f0v0yc2tedjaebmxqe0m32xn4f9mx4i2aukc,1
http://3dy8b1.com:1170/rellk7,1
http://238.41.205.219/o0ysdk3b,1
http://aj1syzcjarcf87hwa8ct.com/qzz2vvzout93rsff6oofvbobkc9jj8duw1rhr8gvcjjp2eiu1i,1
http://a2vku.com/%84%97/6f71kc,1
http://mnls1.9vsgn.github.com/mgi0ljcq4y,1
http://213.248.237.123/df9esmw4,1
http://120.165.95.45/snqxgpla,1
https://www.facebook.com/page?id=3tu1m&token=0vr8slb0c6,0
http://149.57.28.159/ykez7gln,1
http://7hekw1.com:6792/vtnwyu,1
http://l65e3.com/%13%59/0x10sx,1
http://us2iy8.com:6109/qyzzu0,1
https://www.amazon.in/page?id=qgy93&token=zi4q82rqvf,0
http://goo.gl/umm1zue,1
http://3reta63v4wrrw31bgbsc.com/sh6pd2ldni8khan8oktdr3nykq0f68qjiikt3oq1odtmar6dpl,1
http://t483y.com/%69%92/w8z74j,1
http://rz2dop.com:5413/op4967,1
http://buew6x.com:6124/a9sdd0,1
https://www.google.com/page?id=369pb&token=sc8u4b8n3a,0
ftp://afxdi6.com/file/1twyu9q6,0
http://tinyurl.com/b83ck7g,1
https://www.wikipedia.org/page?id=e5mgw&token=t08hjuwh1t,0
https://www.linkedin.com/page?id=0har1&token=8xayx79weg,0
https://www.facebook.com/page?id=a1mbw&token=iz0v2sudd4,0
https://www.microsoft.com/d6z6mb,0
http://tinyurl.com/x3kwgfw,1
https://www.github.com/ucxnyx,0
http://167.122.86.158/i0vh9r91,1
http://udwd0md8m4yh29z8n4mr.com/oje2jtgyr6hvomanc8nxmvezl3l9rfyghzihppp8mr7p4kjofa,1
http://tinyurl.com/3ifdgd3,1
http://d9690nfehqvjpixg0hwc.com/1un6ogno0ai7cjr4n2e5gtfnxo1k9h3cix1x423fkb0sdela97,1
http://zmnik.com/%26%37/iqf9hy,1
http://2exlxvzq60jg4ayejn0e.com/6kocsf1d1vg3a7g43b92w4dpnpbiqac5hqzcsm07x0l0oeuqui,1
http://ipscc.43kb4.microsoft.com/xrj6bbqdt3,1
http://6oher.com/%94%98/x2b5v7,1
http://tinyurl.com/dzbpo6z,1
http://account-hljt6.xyz/riwt5d3a2kr6,1
http://ga0av.com/%23%47/a09nfy,1
http://9vc1v116bjcylzi1yq21.com/1dkvyct7ekd0b6ytl274ggayz1trzq6qkbndxnhwqic0l6xea9,1
http://8sr9q.com/%52%22/9oo74x,1
ftp://sn4o6m.com/file/75pf2lb9,0
http://tinyurl.com/jdb414k,1
ftp://m8xoyp.com/file/2f7jg286,0
http://c609xh.com:6674/84vo95,1
http://48.101.249.92/k0urroni,1
http://0aieos.com:2627/t1ll30,1
http://xaor75aeqzzt5l9enoh0.com/hgkvfm78la9eesgc5plkxvmwuod39rrokgeb7cw6ki0yy17gli,1
http://f8r0nubt0mdcetxfozze.com/utpi0s9jrnv0bjeaknqpuq76dilo53capmsgphc49rsxskyt9b,1
http://4a3axx.com:1201/0gxy0k,1
http://236.86.72.33/av75tkn5,1
http://girtg55lrlsxqpsc45ch.com/15fdoabx0wqeb5uvyec9kge3iwps2vgv293b2y3eezrwd0q0js,1
ftp://c2jh1k.com/file/n88vvdzs,0
http://k1bisi.com:7053/weswzm,1
http://ilrfs.com/%39%87/gpaomz,1
https://www.linkedin.com/page?id=hl732&token=vhwb5t255t,0
https://www.facebook.com/pa9ocp,0
https://www.amazon.in/page?id=zov1d&token=a6k8uogywn,0
https://www.google.com/page?id=0l5ym&token=uk0zxradvp,0
https://www.facebook.com/page?id=l6rj7&token=ipvijzzvvz,0
https://www.github.com/page?id=ak7sh&token=wckukmap2n,0
http://u4ug3.com/%82%50/c6ws3a,1
https://www.wikipedia.org/page?id=n1sqx&token=2ux3z4xrpn,0
http://2y0vbs.com:9115/xz9mti,1
http://mmiqj.com/%24%83/clfrfk,1
http://verify-bmklp.top/bai9gnqg9d7u,1
http://efm9q9.com:6344/3yf922,1
http://login-k9c6u.club/m05p3b1o4x8l,1
http://30.91.169.140/yauzr16v,1
http://fm3ba.3jbgg.facebook.com/ddztzqig7j,1
http://goo.gl/mqmkj48,1
https://www.github.com/page?id=q1o4g&token=1jsfx3ep6e,0
http://mpu9s.yt89w.google.com/y73517wglw,1
https://www.wikipedia.org/ypg7jh,0
http://rruti.mom76.amazon.in/dhjx83dsql,1
http://secure-0ftuk.top/iv645bfabk5i,1
http://6oh7kz.com:3164/q6cajs,1
http://19.199.60.197/errsugra,1
http://wmdwngca01s76klw8fh5.com/q1ws6v5p123kacwghgixmvdlev5xmyvk88s0p3y1i3kmnr85xj,1
http://174.70.121.221/ceft429i,1
ftp://0ynuxg.com/file/wpekqlax,0
https://www.microsoft.com/d9rokq,0
http://q1qyj.com/%37%69/tjmk9j,1
http://rcdnh.com/%35%17/bdylxp,1
http://2g5u3g.com:2607/c6v5p4,1
http://confirm-8emld.info/32fu8ecc5qzx,1
http://td3v7ui8dmf2twgv8wy1.com/acfunpz0a6358fp7jabv5x4s05e11qhimayaq69rd3f7xe17mf,1
http://update-qq25e.xyz/8zafl0gbyq8r,1
https://www.facebook.com/page?id=efy5r&token=nbhaiaxlfk,0
http://1hn1phia9t82bkg8fd41.com/xls6zp1t9nr32snnbuj8czg4vo8orctztitb95ulx9smfof6i2,1
http://eusv6z13gdxn5yakulb4.com/ulkmxd0an7q7rvhmm4f73cd4fcuqgxpley8vedj1601fhrxum7,1
http://mu9r00nft7ixrc7gpseb.com/963430rpo91obzzsx7nb6u9s7zqvltkpkfv1xta1wlv572h4p7,1
http://tinyurl.com/4q2tuhi,1
http://192.186.151.140/s7p48w7x,1
http://2mvrh.com/%95%62/r4sdbh,1
http://pz57g.iz3ng.google.com/m8l1yc4sag,1
https://www.facebook.com/page?id=3p3tn&token=w1w6c60f95,0
http://iekag.com/%66%51/ud36qg,1
ftp://s5cvh6.com/file/jc1r5mc0,0
http://uli980uyz9bzlgcp70pm.com/ff2hivljyf9nzh4l9ffd3dj8vsr5tg2y48w5yetgfxrfhqsb08,1
http://2hz3og.com:5941/bk4dqc,1
http://qycizz.com:5978/s112km,1
http://i5omp.neij2.microsoft.com/xfu3x8z33x,1
http://756rg.com/%73%99/fjknbq,1
http://login-7k03c.online/qpipt0fotxb4,1
http://goo.gl/j8t4y0q,1
http://245.163.182.4/uutredl9,1
http://goo.gl/47i3x3b,1
